date,time,end_date,status,ip_address,progress,duration_in_seconds,finished,recorded_date,response_id,recipient_last_name,recipient_first_name,recipient_email,external_reference,location_latitude,location_longitude,distribution_channel,user_language,consent,self_1,self_2,self_3,self_4,self_5,self_6,self_7,self_8,self_timing_first_click,self_timing_last_click,self_timing_page_submit,self_timing_click_count,stereotype_1,stereotype_2,stereotype_3,stereotype_4,stereotype_5,stereotype_6,stereotype_7,stereotype_8,stereotype_timing_first_click,stereotype_timing_last_click,stereotype_timing_page_submit,stereotype_timing_click_count,sci_fi,vacation,scary_movie,sports,outdoor_art,food,robert_1,robert_2,robert_3,robert_4,robert_5,robert_6,robert_7,robert_8,rob_timing_first_click,rob_timing_last_click,rob_timing_page_submit,rob_timing_click_count,imp_gw,worried_gw,harm_personally,harm_future_gen,why_advocacy,feedback_ccl,age,fam_inc,gender,gender_5_text,race,race_6_text,race_7_text,ideology,dem_rep,dem_rep_4_text,dem_strong_weak,rep_strong_weak,closer_dem_rep,use_data,use_data_no,group,duration_in_minutes
2021-03-16,13:23:10,2021-03-16 14:26:46,IP Address,174.203.102.121,100,3815,True,2021-03-16 14:26:46,R_ZgxuGl0W67kiZ0J,NA,NA,NA,NA,40.4752044677734375,-79.95279693603515625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,8,3,5,6,7,2,1,0,0,459.01,0,1,3,4,2,8,7,6,5,0,0,73.34,0,No,Relaxing,No,No,Camping,Savory,3,4,2,1,7,6,5,8,0,0,66.837,0,Extremely important,Very worried,A moderate amount,A great deal,"I am an environmental educator, who has dedicated my career to teaching people of all ages about the wonders of the planet and its life systems, the interconnectedness of all life, and how our choices affect its future. I became involved with both Climate Reality Project and CCL as a result of my understanding of the urgency of acting to acknowledge and address climate change. I liked CCL's approach of empowering people with the skills and motivation to develop respectful relationships with their leaders, as a way of achieving policy change that will move us forward.","Our regional chapter has a very small active membership, and we struggle to involve others. Our district's US Representative is also extremely conservative, a believer that we need ""good"" jobs in fossil fuels in our region, who has told us that climate change is really not a very important issue to his constituents. His actions after the 2020 election have been unhelpful to say the least, and it is difficult for us to maintain our motivation to meet with him and his staff. But, we keep trying. The small borough where I live has very conservative local leadership, who like many of our local businesses have actively resisted COVID precautions and seem to have little concern about sustainability, environmental issues or climate change. In spite of the great support, training, information, etc. from CCL, climate activism is a frustrating effort in this area.",69,"$25,001 - $35,000",Female,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,63.583333333333336
2021-03-16,14:18:28,2021-03-16 14:28:55,IP Address,174.233.131.195,100,626,True,2021-03-16 14:28:55,R_1mXzLLBkQFe8PuD,NA,NA,NA,NA,39.714202880859375,-84.13089752197265625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,5,6,7,8,1,3,4,6.177,119.617,120.92,20,4,1,2,3,5,8,7,6,11.359,86.664,87.434,15,No,Adventurous,No,No,Camping,Savory,3,1,2,4,8,6,7,5,19.22,53.481,54.923,10,Very important,Very worried,A moderate amount,A great deal,Felt a need to do something about climate change,Yes. Welcoming,70,"$35,001 - $50,000",Female,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,10.433333333333334
2021-03-16,11:50:08,2021-03-16 11:58:27,IP Address,75.66.8.57,100,499,True,2021-03-16 14:46:04,R_1etr7yxmrTihgc6,NA,NA,NA,NA,31.3144989013671875,-89.3787994384765625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,6,4,5,8,3,1,2,2.601,91.781,93.454,27,1,3,2,4,6,5,7,8,4.412,48.832,49.974,9,Yes,Adventurous,No,Yes,Camping,Savory,7,1,3,2,8,4,5,6,11.762,27.891,32.585,6,Extremely important,Very worried,A moderate amount,A great deal,A sense of urgency,"Wonderful organization staffed by incredible people that I love, but facing a very challenging task. Lobbying my congressional members has been a frustrating experience.",44,"$75,001 - $100,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,8.316666666666666
2021-03-16,14:27:45,2021-03-16 14:51:23,IP Address,206.214.225.51,100,1418,True,2021-03-16 14:51:24,R_2rVjixSpzGl6HyX,NA,NA,NA,NA,47.6031951904296875,-122.3412017822265625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,8,5,4,6,3,2,1,67.193,229.25,230.261,9,4,3,2,5,8,7,1,6,46.704,94.245,105.125,5,Yes,Adventurous,No,No,Camping,Savory,1,6,4,5,7,2,3,8,14.4,87.853,92.1,4,Extremely important,Very worried,A great deal,A great deal,"CCL  promotes an effective  solution to climate  change  with a strategy  that  seems  likely  to  work. That is, to gain widespread  support among  the people and the politicians.","It is difficult  to communicate  how the EICDA works, what is the mechanism  for it to reduce  carbon emissions, how do we know this, why should you believe me?
But CCL as an organization  is a very welcoming  space for volunteers.",57,"Over $150,000",Female,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,23.633333333333333
2021-03-16,14:58:51,2021-03-16 15:14:28,IP Address,184.96.164.116,100,937,True,2021-03-16 15:14:29,R_UrLBt6fwnNweXhT,NA,NA,NA,NA,39.738800048828125,-104.9868011474609375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,7,3,6,4,1,2,8,0,0,257.416,0,2,1,3,5,6,4,7,8,0,0,82.302,0,Yes,Adventurous,No,Yes,Camping,Savory,3,1,4,5,6,2,7,8,109.504,109.504,110.094,1,Very important,Somewhat worried,A moderate amount,A great deal,Concern for my children and grandchildren.,"It seems welcoming, but I haven't been an active member, as yet.",69,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Neither,"Yes, you can use my data.",NA,Different,15.616666666666667
2021-03-16,15:29:19,2021-03-16 15:45:12,IP Address,131.93.206.184,100,953,True,2021-03-16 15:45:12,R_3rGosVt785R7q2B,NA,NA,NA,NA,42.9297943115234375,-89.389801025390625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,7,6,8,5,2,1,3,0,0,140.6,0,6,1,4,2,3,7,5,8,0,0,64.381,0,No,Adventurous,No,No,Camping,Sweet,4,3,2,6,5,1,8,7,0,0,97.994,0,Extremely important,Very worried,NA,A great deal,"I like the non-political, economic incentives, AND I want to nurture the inclusion of nuclear energy as part of the whole CLEAN energy package. 
I am very upset by the concept of 100% renewables, which I believe to be a dangerous myth.",Recently I have been impressed by some fellow volunteers working within the CCL framework. I am currently too busy to attend local meetings or to write LTEs.,83,"$100,001 - $150,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,15.883333333333333
2021-03-16,15:36:18,2021-03-16 15:45:13,IP Address,73.78.48.234,100,534,True,2021-03-16 15:45:13,R_2DTACUw8wajFVHI,NA,NA,NA,NA,39.9947052001953125,-105.236602783203125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,6,4,5,8,1,3,2,0,0,72.236,0,2,1,4,6,5,7,3,8,36.954,41.758,57.046,3,No,Relaxing,Yes,Yes,Camping,Savory,1,4,2,3,6,5,7,8,0,0,77.114,0,Very important,Very worried,Only a little,A great deal,Concern for my grandchildren's future and the habitability of our planet in their lifetimes.,I have not been an active volunteer.  I get their mailings and follow their activities but have not attended meetings.,71,"$100,001 - $150,000",Female,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,8.9
2021-03-16,15:58:44,2021-03-16 16:08:57,IP Address,108.251.58.70,100,613,True,2021-03-16 16:08:57,R_2WDpmc8xJm6qFSJ,NA,NA,NA,NA,33.510406494140625,-117.6591033935546875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,8,5,6,2,1,7,3,0,0,67.205,0,4,3,7,2,5,1,8,6,0,0,43.144,0,No,Relaxing,No,No,Staying in and watching TV shows,Sweet,5,2,4,3,6,1,8,7,0,0,46.033,0,Extremely important,Very worried,A moderate amount,A great deal,It became my husband's passion. And I can see the logic in it even though I don't always follow the science.,Absolutely! We have a wonderful local chapter and everyone else I have met is also welcoming!,79,"Over $150,000",Female,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,10.216666666666667
2021-03-16,15:31:37,2021-03-16 16:10:11,IP Address,47.5.32.95,100,2313,True,2021-03-16 16:10:11,R_2uTY9YpwQzTLVD3,NA,NA,NA,NA,42.920806884765625,-108.59130096435546875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,6,7,8,4,2,3,1,0,0,153.363,0,5,2,1,3,4,6,7,8,0,0,86.309,0,No,Relaxing,No,Yes,Staying in and watching TV shows,Sweet,2,1,3,4,6,5,8,7,0,0,72.499,0,Extremely important,Very worried,A moderate amount,A great deal,"I believe I have a responsibility to help protect my world.  I have never been very involved with climate advocacy and, although I feel ignorant and hesitant, am about ready to move that direction.",I have signed a petition and voiced interest with no real follow through.,74,"$75,001 - $100,000",Female,NA,White / Caucasian,NA,NA,Liberal,Other (please specify),Dem but registered as Rep,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,38.55
2021-03-16,15:57:36,2021-03-16 16:13:58,IP Address,71.236.43.204,100,981,True,2021-03-16 16:13:58,R_1DtZwVmqj499skg,NA,NA,NA,NA,35.93060302734375,-86.8787994384765625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",1,3,7,5,2,8,6,4,34.472,242.224,243.443,10,3,4,1,2,5,7,8,6,38.312,98.191,99.208,6,No,Adventurous,No,No,Staying in and watching TV shows,Savory,8,3,6,5,4,7,1,2,77.756,155.236,155.254,7,Very important,Very worried,Only a little,A great deal,"Migration of wildlife. Gardening problems. Pollution and disease. Regressive, backward political policy",Yes.,80,"$75,001 - $100,000",Female,NA,White / Caucasian,NA,NA,Moderate,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,16.35
2021-03-16,17:02:25,2021-03-16 17:25:28,IP Address,69.119.192.113,100,1383,True,2021-03-16 17:25:29,R_2D2okhOwbgE4htA,NA,NA,NA,NA,40.8430938720703125,-73.2808990478515625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,8,6,7,5,2,1,3,4.772,319.251,319.27,16,1,2,3,4,7,5,6,8,5.078,82.63,84.756,16,Yes,Relaxing,No,No,Camping,Sweet,5,1,4,6,3,2,7,8,17.509,104.693,107.037,10,Extremely important,Very worried,A moderate amount,A great deal,"Having children, living through Superstorm Sandy, feeling helpless watching the total lack of government response and apparent lack of urgency among my fellow citizens",CCL has been very welcoming and supportive to me. It’s an organization that empowers people to leave their comfort zone and recognizes and encourages innovative ideas and shared leadership.,41,"Over $150,000",Female,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,23.05
2021-03-16,17:25:43,2021-03-16 17:36:57,IP Address,131.93.26.48,100,673,True,2021-03-16 17:36:57,R_210rLMsc3Y5Cmvq,NA,NA,NA,NA,43.0370941162109375,-89.3932037353515625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",6,7,8,5,3,4,2,1,0,0,62.97,0,5,1,2,3,8,7,6,4,0,0,61.741,0,No,Adventurous,No,Yes,Camping,Sweet,5,1,2,3,8,4,7,6,0,0,52.585,0,Extremely important,Somewhat worried,A moderate amount,A moderate amount,"Climate change affects all life on the planet, so it's a top issue for me. In particular, I am concerned about climate as a justice issue: richer people and countries polluting but feeling fewer climate impacts, and poorer people/people of color and countries polluting less but feeling significantly more impacts. I became involved with CCL because they offer a clear and effective solution and they are very well-planned and organized towards meeting their goal. It is really easy to plug in and use whatever skill I have because there is already so much infrastructure in place to help people easily participate","I have had incredibly positive experiences with CCL. I have my ""climate change friends"" with familiar faces I see year after year at group meetings. I appreciate CCL's principles of finding common ground and communication skills aimed at finding common values and seeing where representatives are at on the issue of climate, rather than pushing our agenda and not listening. It's always been super easy to be as involved (or not) as I have wanted to be in CCL.",31,"$35,001 - $50,000",Female,NA,White / Caucasian,NA,NA,Very liberal,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,11.216666666666667
2021-03-16,18:11:04,2021-03-16 18:24:08,IP Address,24.45.96.92,100,783,True,2021-03-16 18:24:08,R_3M5TH0DKg8gqgY9,NA,NA,NA,NA,41.204498291015625,-73.19879913330078125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,6,3,7,8,2,1,4,0,0,94.722,0,5,1,2,3,8,6,7,4,0,0,76.2,0,Yes,Relaxing,No,No,Camping,Savory,2,3,1,6,8,5,7,4,69.333,69.333,102.35,1,Extremely important,Very worried,Only a little,A great deal,"I'm very concerned about the world my 6 year old granddaughter will live in when she is in her 50's and beyond.  CCL with its sophisticated advocacy for a carbon tax and dividend has, for my money, a greater chance of having positive impact than any other possible involvement I have come across.  So, I joined my local chapter.","I think you're doing a great job, and CT CCL should soon be successful in having CT declare a climate emergency and advocate  carbon tax/dividend legislation",NA,"$75,001 - $100,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,13.05
2021-03-16,19:29:46,2021-03-16 19:56:38,IP Address,14.207.76.198,100,1612,True,2021-03-16 19:56:39,R_2WYAviCZeAavjog,NA,NA,NA,NA,7.9499969482421875,98.356414794921875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,5,8,4,7,6,1,3,0,0,315.535,0,2,1,4,3,8,7,6,5,0,0,150.987,0,Yes,Adventurous,No,No,Camping,Savory,4,1,3,2,7,6,8,5,0,0,89.036,0,Extremely important,Very worried,A moderate amount,A great deal,The CCL president is a personal friend.  I believe in the cause.  I am concerned about climate and the future.,"It is a welcoming space.  Unfortunately, I live in a foreign country, which limits my involvement in the U.S.  However, I make donations.",70,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,26.866666666666667
2021-03-16,19:52:08,2021-03-16 20:12:23,IP Address,73.21.244.231,100,1215,True,2021-03-16 20:12:24,R_Uu7TgQoTm8moChr,NA,NA,NA,NA,28.927398681640625,-81.981903076171875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,5,8,7,6,1,3,2,70.016,70.016,318.626,1,1,2,3,4,5,8,7,6,206.701,206.701,208.478,1,No,Adventurous,No,Yes,Camping,Savory,3,1,2,4,6,5,8,7,77.32,136.417,142.715,3,Extremely important,Very worried,Only a little,A great deal,Got involved after researching the science and economics of climate change.,Always feel appreciated.,84,"$75,001 - $100,000",Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,20.25
2021-03-16,19:45:47,2021-03-16 20:17:52,IP Address,173.47.73.95,100,1925,True,2021-03-16 20:17:53,R_pSKCVsvESW9LCiB,NA,NA,NA,NA,43.544097900390625,-116.56620025634765625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,8,6,5,2,1,7,3,0,0,178.947,0,1,5,3,6,4,2,8,7,139.284,139.284,139.966,1,Yes,Adventurous,Yes,Yes,Camping,Savory,3,8,4,7,2,1,5,6,0,0,226.01,0,Very important,Somewhat worried,A moderate amount,NA,"I think mitigating GHG caused climate change is one of the most severe practical problems we need to solve. From a moral standpoint, I find it severe bc we could potentially harm many by our own actions... as opposed to other moral issues that are individual consequences linked to that individual's decisions. I'm a bit less alarmist than some in the climate space I encounter, however, bc I think that trying to predict what may happen in decades or a century is very difficult, and that we are taking huge assumptions when we try to say something about decades from now. I think there are probable pathways to solve this problem (especially once the education and political will is established among citizens), but considering the risk profile we need to take it very seriously and not pass the next generation a half loaded revolver for a game of chance with potential dire consequences.","It's fantastic! I have been so pleasantly surprised by how wonderful CCL is. My only feedback is for CCL to better understand some of the common biases and assumptions that stem from being largely center left volunteers. Nothing wrong with that (I consider myself an independent) ... but there are often times large assumptions made without full awareness, and at times misunderstandings about those who have different political viewpoints.",32,"Under $15,000",Male,NA,White / Caucasian,NA,NA,Prefer not to answer,Other (please specify),I'd say independent ... generally I just try to be informed on the issues I find important.,NA,NA,Neither,"Yes, you can use my data.",NA,Different,32.083333333333336
2021-03-17,10:04:40,2021-03-17 10:27:28,IP Address,184.187.11.133,100,1368,True,2021-03-17 10:27:29,R_u2m4v6dX6A7uPQd,NA,NA,NA,NA,41.1497039794921875,-95.9098968505859375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,7,8,3,2,4,6,1,87.93,89.401,152.622,2,8,7,6,5,2,4,3,1,26.195,26.195,115.906,1,No,Adventurous,No,Yes,Camping,Savory,5,8,7,6,2,4,3,1,57.443,62.883,90.036,2,Very important,Very worried,A great deal,A great deal,"I've seen the effects of  Global warming on our weather, farmers, wildlife, air quality. When a friend asked me to join CCL i knew it was an excellent opportunity to learn and, perhaps, influence our city and congressional leaders.","Definitely.   Our group is willing to exchange and share ideas and opinions, even when we disagree.",82,"$75,001 - $100,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,22.8
2021-03-17,10:22:42,2021-03-17 11:00:03,IP Address,72.190.93.7,100,2240,True,2021-03-17 11:00:03,R_22QwADCoMXZhrt2,NA,NA,NA,NA,30.4239959716796875,-97.7931976318359375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",6,7,3,4,5,2,8,1,0,0,187.099,0,3,6,4,7,2,5,8,1,0,0,127.092,0,Yes,Adventurous,No,No,Staying in and watching TV shows,Savory,7,3,4,5,6,2,8,1,0,0,105.909,0,Extremely important,Very worried,A moderate amount,A great deal,"My educational background is in chemical engineering and I have been aware of climate change as an issue as long as I recall (undergraduate degree received in 1988). I acquiesced to it and ignored it, until triggered by travel in 2013 - drought in TX and Malaysia, warmest June in history in AK (up until then, a reoccurring topic to everyone involved in the travel) and obvious negative impacts to my childhood home in southern Colorado. 

I returned from that trip seeking a productive outlook for my underlying concern and frustration with our political leadership (absence there of). I felt very fortunate to discover a organization ready made for me: narrowly focused and proposing a policy that was exactly what I thought should be pursued. 

Comment on a prior question:
I consider my self relatively isolated from the effects of climate change only in a relative sense. I live in the US and an in upper half of US wealth, so will enjoy better ability to adapt than most - but I am not optimistic about likely overall outcome at this stage. Optimistic about what we could/can do - not so optimistic about what we will do. I'm in the camp that sees the IPCC organization as very conservative (fearful to follow data where it leads) - 1.5 degrees is already proving itself too high to be accepted as an end goal. 1 degree should be our emergency goal and ""climate restoration"" should be our ultimate objective. Knowing this doesn't change most top policy needs, but does change urgency and scale and forces us to acknowledge need for industrial scale carbon dioxide removal.

","Yes, it has been a great experience and welcoming. I have very much enjoyed all trips to DC to lobby (if not net outcome with respect to ultimate goal) and it has aided in focusing my local level lobbying and environmental advocacy effort.",55,"$75,001 - $100,000",Male,NA,White / Caucasian,NA,NA,Conservative,Other (please specify),"Republican by tradition and habit. I still vote in republican primaries. I have not voted for a republican candidate in federal level races for ages, but still often find a preferred candidate in the primaries. The Republican party has been working its way into a ditch for decades. Now seems firmly in the mud now. Vacuous with respect to policy ideas, disingenuous, hypocritical. The only reason I keep any affiliation of any kind, is because that is where the largest obstacle to action remains. But, left to their own devices, the Democratic party seems to favor regulatory mechanisms and those are simply too slow, don't scale as far nor as fast as we can otherwise do, too prone to 'pre-selecting winners'. I miss George Shultz and his peers.",NA,NA,Neither,"Yes, you can use my data.",NA,Similar,37.333333333333336
2021-03-17,10:55:51,2021-03-17 11:23:04,IP Address,75.111.89.175,100,1633,True,2021-03-17 11:23:05,R_URr1OUVKAR2TDcB,NA,NA,NA,NA,37.770294189453125,-122.440704345703125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,3,5,7,6,4,8,1,52.494,198.921,204.872,4,5,1,2,3,6,7,8,4,87.788,87.788,90.624,1,Yes,Adventurous,No,Yes,Staying in and watching TV shows,Savory,5,2,3,4,6,7,8,1,149.872,149.872,152.739,1,Extremely important,Very worried,A great deal,A great deal,Climate change has been a big part of my life's work since I was a grad student in the 1960s. As I neared retirement I joined CCL in about 2011 on the recommendation of my friend and NASA colleague Jim Hansen. CCL is attractive to me because of its goal of attracting conservative and liberal support to a legislated solution that will survive changes of administrations.,"It is not only welcoming, it devotes many resources to making its members as effective as possible via training and an array of opportunities to match personal strengths and interests to the 5 levers of political will.",77,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,27.216666666666665
2021-03-17,11:18:06,2021-03-17 11:27:15,IP Address,69.181.85.131,100,548,True,2021-03-17 11:27:15,R_3F5uRQqjhDdLNVD,NA,NA,NA,NA,38.1024932861328125,-122.21319580078125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,8,7,6,5,2,1,3,39.086,97.532,99.038,5,4,8,7,6,5,2,1,3,4.763,55.361,56.481,7,Yes,Adventurous,Yes,No,Staying in and watching TV shows,Sweet,4,8,6,7,5,2,1,3,11.18,35.489,39.377,10,Extremely important,Somewhat worried,A moderate amount,A great deal,climate change,"welcoming, unclear efficaciousness",30,"$50,001 - $75,000",Male,NA,Other (please specify),NA,European,Liberal,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,9.133333333333333
2021-03-17,11:53:54,2021-03-17 12:10:31,IP Address,198.98.32.34,100,996,True,2021-03-17 12:10:31,R_10BktLWzWgplBq0,NA,NA,NA,NA,39.038299560546875,-94.573699951171875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,6,7,8,4,3,1,2,0,0,679.828,0,4,2,1,3,5,8,6,7,0,0,35.587,0,Yes,Adventurous,No,Yes,Camping,Sweet,3,2,4,1,8,7,5,6,0,0,25.26,0,Extremely important,Very worried,A moderate amount,A great deal,I want to try to effect change at the highest levels!,"indeed, yes!  I feel valued by CCL reps.",49,"$75,001 - $100,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,16.6
2021-03-17,12:39:06,2021-03-17 13:24:17,IP Address,172.87.7.155,100,2710,True,2021-03-17 13:24:18,R_RxYv88pVT2VvPBn,NA,NA,NA,NA,47.7758026123046875,-90.33910369873046875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",8,5,4,7,6,1,2,3,66.205,106.388,114.95,2,5,4,2,3,7,1,8,6,338.468,338.468,340.342,1,No,Adventurous,No,No,Camping,Savory,5,4,2,3,6,1,8,7,0,0,93.307,0,Extremely important,Very worried,Only a little,A great deal,"In 2012, I retired and became a student of climate science.  The more I learn the more sobering it is.
We're ruining the planet for all future generations, including my grandkids.  This is totally unjust.  We must act now to save livable future for them.","It has all been good.  But I don't need a ""feel good place"".  I want an org. that is taking meaningful action on climate, with big solutions, like CCL is working on.",71,"$75,001 - $100,000",Male,NA,White / Caucasian,NA,NA,Moderate,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,45.166666666666664
2021-03-17,19:35:33,2021-03-17 20:04:10,IP Address,73.253.111.47,100,1716,True,2021-03-17 20:04:10,R_3nNJ3SnfsFpFfsZ,NA,NA,NA,NA,42.456695556640625,-71.37470245361328125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",1,2,3,4,5,8,7,6,0,0,221.329,0,4,1,3,2,5,7,8,6,0,0,91.868,0,Yes,Adventurous,No,No,Staying in and watching TV shows,Sweet,2,1,4,3,5,8,7,6,0,0,74.818,0,Extremely important,Very worried,A great deal,A great deal,"It solves the two biggest existential threats to humanity: economic inequality, and climate change.  It does this in a systemic way that has great wins in all kinds of systems: it promotes biodiversity, reduces systemic racism, promotes energy decarbonization, transfers wealth downward because (unlike a flat tax, which is regressive) a flat payout is progressive--the carbon checks benefits minorities and the poorest the most.","It's too decentralized. It's hard to find important information--there are barriers--you have to join to get to the information on the CCL webpages.  The people are welcoming, but the online presence is not welcoming.

There is no good short video that shows the vast benefits of Fee and Dividend that we can show people who don't know about them--which is nearly everyone. The videos are boring. Most people have at least heard of ""cap and trade"" carbon credits, but don't know what Fee and Dividend even is.",68,"$100,001 - $150,000",Female,NA,White / Caucasian,NA,NA,Liberal,Independent,NA,NA,NA,Neither,"Yes, you can use my data.",NA,Different,28.6
2021-03-17,20:05:07,2021-03-17 20:28:58,IP Address,138.94.253.30,100,1431,True,2021-03-17 20:28:58,R_27m1BJXRxGlJdZQ,NA,NA,NA,NA,14.6273956298828125,-90.52829742431640625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,5,8,3,4,6,1,7,333.586,333.586,336.956,1,3,7,5,6,4,8,1,2,2.133,109.887,111.159,2,Yes,Relaxing,No,Yes,Staying in and watching TV shows,Savory,4,1,2,8,3,6,5,7,152.744,179.076,180.776,2,Extremely important,Very worried,A great deal,A great deal,"I am a teacher and explain about climate change to my students.
For example, global warming is right in front of our faces.","Yes, very much so.",73,"Under $15,000",Female,NA,Asian,NA,NA,Prefer not to answer,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,23.85
2021-03-17,20:12:44,2021-03-17 20:32:05,IP Address,207.229.101.129,100,1160,True,2021-03-17 20:32:05,R_4ZcN8JOaTB8Cqzv,NA,NA,NA,NA,30.281005859375,-87.5814971923828125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,8,3,4,6,5,2,1,22.814,224.665,226.218,2,2,1,3,4,6,5,8,7,20.911,119.787,121.42,2,No,Adventurous,No,Yes,Camping,Sweet,6,2,1,3,8,5,7,4,73.56,73.56,75.612,1,Very important,Very worried,A great deal,A great deal,Issue that needs attention. Local residents advocating for the environment. Bipartisan organization. Focused goal.,Super well organized organization. Wants to see local volunteers succeed. Nice to find liked minded individuals. Yes I feel welcomed.,58,"$50,001 - $75,000",Female,NA,White / Caucasian,NA,NA,Conservative,Independent,NA,NA,NA,Neither,"Yes, you can use my data.",NA,Similar,19.333333333333332
2021-03-18,01:00:17,2021-03-18 01:19:34,IP Address,97.116.37.158,100,1157,True,2021-03-18 01:19:35,R_2fJ5J2poRkMk2mP,NA,NA,NA,NA,44.9701995849609375,-93.3047027587890625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,8,7,6,2,3,1,4,0,0,178.506,0,7,4,3,2,6,8,1,5,0,0,81.562,0,Yes,Adventurous,Yes,No,Camping,Savory,5,6,1,3,7,4,2,8,0,0,97.58,0,Extremely important,Very worried,A great deal,A great deal,"Fifty years ago, including Al Gore, Stop at Two, The Population Bomb. Been at this a long time!",I test the waters with those to whom I discuss the climate crises and decide the most appropriate topics and emphasis to broach. CCL seems welcoming.,77,"$15,001 - $25,000",Male,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,19.283333333333335
